rank,pos_rank,playerId,name,position,team,role,proj_points,draft_value
3509,TE919,5390431,Peter Cannon,TE,Florida Atlantic,0.0,0.0,-136.0
3510,TE920,5296210,Carson Su'esu'e,TE,New Mexico State,0.0,0.0,-136.0
3511,TE921,5161851,Caleb Tafua,TE,Texas A&M,0.0,0.0,-136.0
3512,TE922,5386515,Manoah Leiato,TE,USC,0.0,0.0,-136.0
3513,WR1526,5199861,Clarence Taylor,WR,Colorado State,0.23,7.3,-136.0
3514,WR1527,5245511,Terrance Saryon,WR,BYU,0.22,7.3,-136.0
3515,RB910,5198312,Jaylin Brown,RB,Pittsburgh,0.29,7.3,-136.0
3516,WR1528,5148609,Quintin Simmons,WR,Miami (OH),0.26,7.3,-136.0
3517,WR1529,5290954,Malcolm Watkins,WR,Iowa State,0.28,7.3,-136.0
3518,WR1530,5203610,Nedrick Boldin Jr.,WR,Boston College,0.26,7.3,-136.0
3519,TE923,5388338,Josh Tripp,TE,Massachusetts,0.0,0.0,-136.0
3520,TE924,5386513,Patrick O'Brien,TE,USC,0.0,0.0,-136.0
3521,TE925,5295207,Mason Riggins,TE,Ball State,0.0,0.0,-136.0
3522,TE926,5296051,Jackson Berryman,TE,Purdue,0.0,0.0,-136.0
3523,TE927,5229443,Landon Craig,TE,LSU,0.0,0.0,-136.0
3524,TE928,5228653,Brady Rhoads,TE,Charlotte,0.0,0.0,-136.0
3525,TE929,5210429,Austin Simmons,TE,Washington,0.0,0.0,-136.0
3526,TE930,5390285,Thomas Guillemette,TE,James Madison,0.0,0.0,-136.0
3527,TE931,5391398,Jimmy Pisani,TE,Michigan,0.0,0.0,-136.0
3528,TE932,5390387,Jackson Blanchard,TE,Army,0.0,0.0,-136.0
3529,TE933,5391329,Nick Spears,TE,Navy,0.0,0.0,-136.0
3530,TE934,5391553,Tripp Brown Jr.,TE,Florida,0.0,0.0,-136.0
3531,TE935,5294287,Conlee Hovey,TE,Kansas,0.0,0.0,-136.0
3532,TE936,5226971,Hunter Carver,TE,Miami,0.0,0.0,-136.0
3533,TE937,5226978,Dylan Reiman,TE,Miami,0.0,0.0,-136.0
3534,TE938,5295604,Gray Maultsby,TE,Miami (OH),0.0,0.0,-136.0
3535,TE939,5266887,Drew Hardwick,TE,Florida State,0.0,0.0,-136.0
3536,TE940,5390388,Sam Sartin,TE,Army,0.0,0.0,-136.0
3537,TE941,5203708,Sam Powell,TE,UCF,0.0,0.0,-136.0
3538,TE942,5290581,Adam Gehm,TE,Vanderbilt,0.0,0.0,-136.0
3539,TE943,5290687,Brady Shelton,TE,Eastern Michigan,0.0,0.0,-136.0
3540,TE944,5382998,Skylar Kirk,TE,Louisiana Tech,0.0,0.0,-136.0
3541,TE945,5391535,Cole Newton,TE,Oregon,0.0,0.0,-136.0
3542,TE946,5388921,Brady Hasquin,TE,Northern Illinois,0.0,0.0,-136.0
3543,TE947,5276680,Kai Wesley,TE,Baylor,0.0,0.0,-136.0
3544,TE948,5388851,Enrique Zatarain,TE,New Mexico,0.0,0.0,-136.0
3545,TE949,5226566,Jaxon Shuttlesworth,TE,Alabama,0.0,0.0,-136.0
3546,TE950,5226577,Hamilton Atkins,TE,Louisville,0.0,0.0,-136.0
3547,TE951,5295214,Ryan Lewis,TE,Fresno State,0.0,0.0,-136.0
3548,TE952,5384744,Jackson DeAtley,TE,Rice,0.0,0.0,-136.0
3549,TE953,5215625,Tayte Crable,TE,South Florida,0.0,0.0,-136.0
3550,TE954,5291638,Bear Fisher,TE,Utah,0.0,0.0,-136.0
3551,TE955,5291096,Lawson Mcgraw,TE,Kansas State,0.0,0.0,-136.0
3552,TE956,5150383,David Lalaian,TE,Georgia,0.0,0.0,-136.0
3553,TE957,5296059,Luke Shorter,TE,Purdue,0.0,0.0,-136.0
3554,TE958,5382341,Jacob Holland,TE,East Carolina,0.0,0.0,-136.0
3555,TE959,5295319,Fisher Melton,TE,USC,0.0,0.0,-136.0
3556,TE960,5265375,Alex Faiivae,TE,Utah State,0.0,0.0,-136.0
3557,TE961,5218773,Jack Harper,TE,Ole Miss,0.0,0.0,-136.0
3558,TE962,5218810,Adam Molitor,TE,Missouri,0.0,0.0,-136.0
3559,TE963,5296586,John Condakes,TE,Massachusetts,0.0,0.0,-136.0
3560,TE964,5296600,Aldin Bilalbegovic,TE,New Mexico,0.0,0.0,-136.0
3561,TE965,5325698,Landon Cook,TE,Oregon State,0.0,0.0,-136.0
3562,TE966,5372139,Jack Gaskins,TE,Duke,0.0,0.0,-136.0
3563,TE967,5277129,Sam Vyhlidal,TE,Washington,0.0,0.0,-136.0
3564,TE968,5276672,Kekua Aumua,TE,Washington,0.0,0.0,-136.0
3565,TE969,5276678,Isaac Jensen,TE,Missouri,0.0,0.0,-136.0
3566,TE970,5238267,John Tofi Jr.,TE,California,0.0,0.0,-136.0
3567,TE971,5382525,Brayden Ford,TE,Fresno State,0.0,0.0,-136.0
3568,TE972,5382522,Sylas Austin,TE,Fresno State,0.0,0.0,-136.0
3569,TE973,5310763,Taysean Jones,TE,Old Dominion,0.0,0.0,-136.0
3570,TE974,5376780,Kaleb Johnson,TE,Notre Dame,0.0,0.0,-136.0
3571,TE975,5376781,Austin Ratigan,TE,Notre Dame,0.0,0.0,-136.0
3572,TE976,5377780,Lachlan Teissier,TE,Arizona,0.0,0.0,-136.0
3573,TE977,5302898,Elijah Muliufi,TE,San Diego State,0.0,0.0,-136.0
3574,TE978,5303234,Dawson Mcfadin,TE,Arkansas State,0.0,0.0,-136.0
3575,TE979,5303241,Jerry Birdlow,TE,Louisiana,0.0,0.0,-136.0
3576,TE980,5319137,Palmer Riley,TE,Vanderbilt,0.0,0.0,-136.0
3577,TE981,5220496,Theo Elwell,TE,Navy,0.0,0.0,-136.0
3578,TE982,5220484,Drew Hall,TE,Navy,0.0,0.0,-136.0
3579,TE983,5168292,Owen Ruskavich,TE,Miami,0.0,0.0,-136.0
3580,TE984,5268748,Parker Almanza,TE,Baylor,0.0,0.0,-136.0
3581,TE985,5212628,Matthew Tybor,TE,Massachusetts,0.0,0.0,-136.0
3582,TE986,5211210,Brady Rhoad,TE,Western Michigan,0.0,0.0,-136.0
3583,TE987,5261625,Elijah Rooney,TE,Vanderbilt,0.0,0.0,-136.0
3584,TE988,5291796,Max Leeper,TE,New Mexico,0.0,0.0,-136.0
3585,WR1531,5219902,Jackson Ranucci,WR,Rice,0.31,7.2,-136.1
3586,WR1532,5246589,Camden Capehart,WR,Mississippi State,0.21,7.2,-136.1
3587,WR1533,5219567,Fletcher Fierro,WR,TCU,0.19,7.2,-136.1
3588,WR1534,5271219,Hayden Moore,WR,Minnesota,0.24,7.2,-136.1
3589,WR1535,5215376,Kai Meza,WR,California,0.27,7.2,-136.1
3590,WR1536,5369907,Tyler Henderson,WR,Alabama,0.13,7.2,-136.1
3591,WR1537,5325955,Brand Morgan,WR,Virginia,0.18,7.2,-136.1
3592,WR1538,5295374,Jeremiah Chalmers,WR,Navy,0.19,7.2,-136.1
3593,WR1539,5218743,Carson Perry-Smith,WR,California,0.21,7.2,-136.1
3594,WR1540,5295373,Santino Sanchez,WR,Navy,0.19,7.2,-136.1
3595,WR1541,5308878,Zach Stair,WR,Georgia State,0.22,7.2,-136.1
3596,RB911,5384739,Justin Powell,RB,Rice,0.32,7.2,-136.1
3597,RB912,5159106,Ryelan Morris,RB,Baylor,0.3,7.2,-136.1
3598,RB913,5198506,Brandon Smith,RB,Oregon,0.22,7.1,-136.2
3599,WR1542,5217752,Jamari Miller,WR,Georgia State,0.25,7.1,-136.2
3600,WR1543,5279329,Legend Glasker,WR,BYU,0.22,7.1,-136.2
3601,WR1544,5282064,Kena Rego,WR,Arkansas State,0.26,7.1,-136.2
3602,WR1545,5276667,Josiah Dozier,WR,Minnesota,0.24,7.1,-136.2
3603,WR1546,5269142,Lathon Latiolais,WR,North Texas,0.19,7.1,-136.2
3604,WR1547,5281572,Devin Olmande,WR,San José State,0.3,7.1,-136.2
3605,WR1548,5388769,Dylan Denson,WR,Troy,0.25,7.1,-136.2
3606,WR1549,5214408,Jase Nix,WR,San José State,0.3,7.1,-136.2
3607,WR1550,5209337,DeShawn Spencer,WR,Auburn,0.29,7.0,-136.3
3608,WR1551,5211737,Jamari Brown,WR,Nebraska,0.21,7.0,-136.3
3609,RB914,5225253,Luke Reed,RB,Akron,0.38,7.0,-136.3
3610,RB915,5394570,Ryan Salcedo,RB,Washington State,0.26,7.0,-136.3
3611,WR1552,5223206,Evan Haynes,WR,Georgia Tech,0.25,7.0,-136.3
3612,WR1553,5258491,Jayytee Taylor,WR,Mississippi State,0.2,7.0,-136.3
3613,WR1554,5294233,Tyreek Copper,WR,NC State,0.28,7.0,-136.3
3614,WR1555,5327563,Jacaleb Johnson,WR,UTEP,0.24,7.0,-136.3
3615,RB916,5125780,Brady Hultman,RB,Missouri,0.24,7.0,-136.3
3616,WR1556,5220344,Brayden Curry,WR,Louisiana Tech,0.22,6.9,-136.4
3617,WR1557,5151104,Trey Brown,WR,Oklahoma,0.14,6.9,-136.4
3618,WR1558,5161853,Ace Theus,WR,TCU,0.26,6.9,-136.4
3619,WR1559,5200379,Parris Vernon Jr.,WR,San José State,0.3,6.9,-136.4
3620,WR1560,5293677,CJ Miller,WR,Eastern Michigan,0.22,6.9,-136.4
3621,RB917,5218583,Wade Penn,RB,Georgia,0.21,6.9,-136.4
3622,RB918,5331728,Meliq Mcgowan,RB,East Carolina,0.26,6.9,-136.4
3623,WR1561,5290783,Perrion Williams,WR,Nevada,0.24,6.9,-136.4
3624,WR1562,5273946,Tayshon Bardo,WR,Ball State,0.25,6.8,-136.5
3625,WR1563,5217200,Neo Clifton,WR,Middle Tennessee,0.26,6.8,-136.5
3626,WR1564,5151106,Eli Merck,WR,Oklahoma,0.14,6.8,-136.5
3627,RB919,5388923,Da'sean Howard,RB,Northern Illinois,0.3,6.8,-136.5
3628,WR1565,5296865,Daniel Rose,WR,UConn,0.2,6.8,-136.5
3629,WR1566,5296287,Kila Keone,WR,BYU,0.21,6.8,-136.5
3630,RB920,5304411,Xavier Williams,RB,Rutgers,0.18,6.8,-136.5
3631,WR1567,5326123,Jamal Polite Jr.,WR,Iowa State,0.27,6.7,-136.6
3632,WR1568,5226553,Santonio Jones,WR,Jacksonville State,0.22,6.7,-136.6
3633,WR1569,5269133,Jacob Swain,WR,Colorado,0.21,6.7,-136.6
3634,WR1570,5210044,BJ Bedgood,WR,Old Dominion,0.27,6.7,-136.6
3635,WR1571,5222687,Zach Schnorrbusch,WR,Boston College,0.21,6.7,-136.6
3636,WR1572,5296451,Amare Whetsell,WR,Missouri State,0.17,6.6,-136.7
3637,WR1573,5382937,Andrew Ryman,WR,Liberty,0.25,6.6,-136.7
3638,RB921,5209431,Jett Walker,RB,Texas,0.23,6.6,-136.7
3639,RB922,5159065,Ansu Sanoe,RB,Washington,0.24,6.6,-136.7
3640,WR1574,5274330,Jeremiah Bushnell,WR,Houston,0.26,6.6,-136.7
3641,RB923,5391395,Gary Stacy,RB,Michigan,0.21,6.6,-136.7
3642,RB924,5162721,D'Antae Sheffey,RB,Penn State,0.33,6.6,-136.7
3643,WR1575,5331284,Stone Furrey,WR,South Carolina,0.23,6.5,-136.8
3644,WR1576,5388802,Don Henry,WR,Nevada,0.14,6.5,-136.8
3645,WR1577,5265509,Nick Hardy,WR,Michigan State,0.25,6.5,-136.8
3646,WR1578,5291661,Dallas Boozer,WR,Arkansas State,0.25,6.5,-136.8
3647,WR1579,5282659,DJ Darling,WR,New Mexico,0.24,6.5,-136.8
3648,WR1580,5263879,Phoenix Henriquez,WR,Syracuse,0.26,6.5,-136.8
3649,QB157,4597499,Mikey Keene,QB,Arizona State,0.7,115.0,-136.8
3650,RB925,5291741,Noah Moss,RB,NC State,0.25,6.5,-136.8
3651,WR1581,5152436,Ben Pupplo,WR,Arkansas,0.12,6.5,-136.8
3652,WR1582,5390046,CJ Dockery,WR,Georgia Southern,0.21,6.4,-136.9
3653,WR1583,5375079,Marlon Harbin,WR,Louisville,0.23,6.4,-136.9
3654,WR1584,5279261,Demari Nunley,WR,UNLV,0.26,6.4,-136.9
3655,WR1585,5390079,Jayden Williams,WR,Wyoming,0.21,6.4,-136.9
3656,WR1586,5304404,Salomon Ealey,WR,Rutgers,0.17,6.4,-136.9
3657,WR1587,5291092,Vincent Carner,WR,UNLV,0.26,6.4,-136.9
3658,WR1588,5388922,Kevin Holmes Jr.,WR,Northern Illinois,0.14,6.4,-136.9
3659,WR1589,5376861,Keeyshawn Tabuteau,WR,Wisconsin,0.27,6.3,-137.0
3660,WR1590,5369965,Cash Harney,WR,Kentucky,0.24,6.3,-137.0
3661,WR1591,5387667,Bacori Minner,WR,Eastern Michigan,0.2,6.3,-137.0
3662,WR1592,5151868,Bryson Hayes,WR,Kansas,0.26,6.2,-137.1
3663,WR1593,5209181,Markus Kier,WR,UCLA,0.26,6.2,-137.1
3664,WR1594,5258134,Pierre Jackson,WR,Wyoming,0.24,6.2,-137.1
3665,WR1595,5219496,Donald Collier,WR,Kansas,0.17,6.2,-137.1
3666,RB926,5219039,John Buetow,RB,Virginia Tech,0.24,6.2,-137.1
3667,WR1596,5295379,Landon Dolhancyk,WR,Navy,0.19,6.2,-137.1
3668,WR1597,5386514,Marcus Sung,WR,USC,0.11,6.2,-137.1
3669,RB927,5376776,Kurt Smith,RB,Notre Dame,0.18,6.2,-137.1
3670,WR1598,5295380,Maddax Fayard,WR,Navy,0.19,6.2,-137.1
3671,WR1599,5159246,Amari Sabb,WR,Alabama,0.27,6.2,-137.1
3672,WR1600,5164358,Dane Jones,WR,TCU,0.24,6.1,-137.2
3673,RB928,5393662,Rocco De La Rosa,RB,Oregon State,0.31,6.1,-137.2
3674,WR1601,5294107,Hugh O'Brien,WR,Wake Forest,0.22,6.1,-137.2
3675,WR1602,5216315,Antoine Martin Jr.,WR,Colorado State,0.21,6.1,-137.2
3676,WR1603,5270869,Brian Williams Jr.,WR,Auburn,0.28,6.1,-137.2
3677,WR1604,5295543,Jackson Naeve,WR,Iowa,0.12,6.1,-137.2
3678,RB929,5382271,Chris Najm,RB,Charlotte,0.3,6.1,-137.2
3679,WR1605,5293583,Ben Jackson,WR,Alabama,0.17,6.1,-137.2
3680,WR1606,5297036,Nate Edwards,WR,Syracuse,0.19,6.1,-137.2
3681,RB930,5164330,Julian McMahan,RB,Washington,0.22,6.0,-137.3
3682,RB931,5295653,Darrin Jones Jr.,RB,Michigan State,0.28,6.0,-137.3
3683,WR1607,5310616,Deshaun Fedd,WR,Arkansas State,0.23,6.0,-137.3
3684,WR1608,5159048,London Smith,WR,Baylor,0.19,6.0,-137.3
3685,WR1609,5295921,Josh Rodriguez,WR,Old Dominion,0.27,6.0,-137.3
3686,RB932,5388991,Aaron Cox Jr.,RB,San José State,0.29,6.0,-137.3
3687,WR1610,5290945,Kelvin Brown,WR,Boston College,0.23,6.0,-137.3
3688,RB933,5391352,Jeremiah Wingfield,RB,Navy,0.19,6.0,-137.3
3689,WR1611,5209306,Shane Rosenthal,WR,UCLA,0.26,6.0,-137.3
3690,WR1612,5274368,Jaiden Tucker,WR,UL Monroe,0.24,5.9,-137.4
3691,WR1613,5269122,Khamill Pruitt,WR,TCU,0.23,5.9,-137.4
3692,RB934,5226985,Jack Whitehouse,RB,Miami,0.16,5.9,-137.4
3693,WR1614,5251971,Cooper Reid,WR,TCU,0.23,5.9,-137.4
3694,WR1615,5214654,Nyqir Helton,WR,North Carolina,0.21,5.9,-137.4
3695,WR1616,5279673,Junior Henderson,WR,Mississippi State,0.18,5.9,-137.4
3696,WR1617,5279208,James Scott,WR,TCU,0.23,5.9,-137.4
3697,WR1618,5374981,Wills Campbell,WR,Georgia Tech,0.23,5.9,-137.4
3698,WR1619,5141448,Kamren Flowers,WR,UConn,0.26,5.9,-137.4
3699,WR1620,5222688,Michael Landolfi,WR,Boston College,0.19,5.9,-137.4
3700,RB935,5384683,LJ McGhee,RB,Kansas State,0.24,5.9,-137.4
3701,RB936,5291009,HD Davis,RB,Baylor,0.24,5.8,-137.5
3702,WR1621,5219121,Jace Burton,WR,Washington,0.17,5.8,-137.5
3703,WR1622,5216676,Jeremiah Hoffman,WR,Charlotte,0.21,5.8,-137.5
3704,RB937,5394419,Owen Morris,RB,Louisiana,0.28,5.8,-137.5
3705,WR1623,5384828,Robert Oliver,WR,West Virginia,0.2,5.8,-137.5
3706,RB938,5296043,Drew Patterson,RB,UAB,0.27,5.8,-137.5
3707,WR1624,5272712,Brogan Mcnab,WR,UAB,0.24,5.8,-137.5
3708,RB939,5391355,Chris Daley II,RB,Navy,0.19,5.8,-137.5
3709,WR1625,5234259,Hudson Powell,WR,Texas,0.12,5.8,-137.5
3710,WR1626,5161026,Xavier Owens,WR,Fresno State,0.21,5.7,-137.6
3711,WR1627,5291714,Brandon Kinsey,WR,Purdue,0.24,5.7,-137.6
3712,WR1628,5221336,Chase Massey,WR,Marshall,0.19,5.7,-137.6
3713,WR1629,5382933,Joshua Joseph,WR,Memphis,0.24,5.7,-137.6
3714,WR1630,5220746,Russell Weir,WR,UCLA,0.19,5.7,-137.6
3715,RB940,5391228,Jacob Martinez,RB,TCU,0.24,5.7,-137.6
3716,WR1631,5215379,Jaden Jefferson,WR,North Carolina,0.2,5.6,-137.7
3717,WR1632,5201874,Qeanu Johnson,WR,Duke,0.3,5.6,-137.7
3718,WR1633,5271149,Kymistrii Young,WR,North Carolina,0.2,5.6,-137.7
3719,WR1634,5388849,Mikey Beck,WR,New Mexico,0.19,5.6,-137.7
3720,RB941,5223800,Jaden Lawrence,RB,Wyoming,0.23,5.6,-137.7
3721,RB942,5291634,Phoenix Donghia,RB,James Madison,0.28,5.6,-137.7
3722,QB158,4685497,Maalik Murphy,QB,Oregon State,0.73,114.1,-137.7
3723,WR1635,5200375,Davion Peters,WR,Baylor,0.18,5.5,-137.8
3724,WR1636,5393160,Jared Esplin,WR,BYU,0.17,5.5,-137.8
3725,WR1637,5160502,Daylen Sharper,WR,Stanford,0.26,5.5,-137.8
3726,WR1638,5148660,Micah Matthews,WR,James Madison,0.27,5.5,-137.8
3727,WR1639,5265453,Colin Leahey,WR,Rice,0.25,5.5,-137.8
3728,WR1640,5325039,Braiden Stevens,WR,Minnesota,0.22,5.5,-137.8
3729,RB943,5294100,John Forster,RB,Illinois,0.19,5.5,-137.8
3730,WR1641,5296137,DeVaun Jones,WR,Louisville,0.15,5.5,-137.8
3731,WR1642,5141364,Russell Babineaux,WR,Louisiana,0.23,5.5,-137.8
3732,WR1643,5210425,Landon Kelsey,WR,Arizona,0.22,5.5,-137.8
3733,RB944,5290676,Nelsyn Wheeler,RB,Illinois,0.18,5.4,-137.9
3734,WR1644,5199852,Jackson Cook,WR,Kansas,0.25,5.4,-137.9
3735,WR1645,5279649,Jermaine Green,WR,Northern Illinois,0.27,5.4,-137.9
3736,WR1646,5158944,Elias Coke,WR,Rutgers,0.2,5.4,-137.9
3737,RB945,5281455,Jonathan Brown,RB,Michigan,0.28,5.4,-137.9
3738,WR1647,5221316,Jalen Saint Paul,WR,UCLA,0.18,5.4,-137.9
3739,WR1648,5278635,Will Pressley,WR,Miami (OH),0.23,5.4,-137.9
3740,WR1649,5208403,Jamien Little,WR,Duke,0.28,5.4,-137.9
3741,WR1650,5384825,Brad Mossor,WR,West Virginia,0.2,5.4,-137.9
3742,WR1651,5217151,Jaeden Ricketts,WR,Ohio State,0.24,5.4,-137.9
3743,WR1652,5085972,Kainoa Carvalho,WR,Hawai'i,0.22,5.4,-137.9
3744,WR1653,5293692,BJ Alleyne,WR,Army,0.22,5.3,-138.0
3745,WR1654,5179201,Justin DeVaughn,WR,Maryland,0.19,5.3,-138.0
3746,WR1655,5210021,Aubrey Walker,WR,Alabama,0.23,5.3,-138.0
3747,RB946,5334337,Mykha Green,RB,UTSA,0.21,5.3,-138.0
3748,WR1656,5199865,Owen Cabell,WR,Vanderbilt,0.18,5.3,-138.0
3749,WR1657,5296036,Levi Brayton,WR,UAB,0.23,5.3,-138.0
3750,WR1658,5209298,Langdon Horace,WR,Stanford,0.26,5.3,-138.0
3751,WR1659,5264499,Nate Sims,WR,Kansas,0.22,5.2,-138.1
3752,WR1660,5272346,Dadrien Waller,WR,Cincinnati,0.18,5.2,-138.1
3753,RB947,5381627,Gray Peterson,RB,Virginia Tech,0.2,5.2,-138.1
3754,WR1661,5385742,Ace Cooper,WR,Ball State,0.21,5.2,-138.1
3755,WR1662,5160500,Jordan Nunuha,WR,UCF,0.22,5.2,-138.1
3756,WR1663,5306637,Zachary Yang,WR,North Texas,0.11,5.2,-138.1
3757,WR1664,5158941,X'Zavier Barnett,WR,SMU,0.2,5.2,-138.1
3758,RB948,5384625,Jack Reeves,RB,Kansas,0.2,5.2,-138.1
3759,WR1665,5264800,Corbin Glasco,WR,Kansas,0.24,5.2,-138.1
3760,WR1666,5221277,Langdon Nordgaard,WR,Wisconsin,0.23,5.2,-138.1
3761,RB949,5391356,Julian Turney,RB,Navy,0.17,5.2,-138.1
3762,WR1667,5302862,Zaire McKinney,WR,Northern Illinois,0.26,5.2,-138.1
3763,QB159,4870928,Malachi Nelson,QB,Syracuse,0.85,113.7,-138.1
3764,WR1668,5161822,Marquez Daniel,WR,Florida,0.2,5.1,-138.2
3765,WR1669,5293036,Joshua Smith,WR,Cincinnati,0.17,5.1,-138.2
3766,WR1670,5327581,Drew Alsup,WR,Massachusetts,0.21,5.1,-138.2
3767,WR1671,5302828,Pauly Sadler,WR,Bowling Green,0.26,5.1,-138.2
3768,WR1672,5296100,Nabi Hoyt,WR,Jacksonville State,0.18,5.1,-138.2
3769,WR1673,5296093,Bryson Rouillier,WR,Jacksonville State,0.18,5.1,-138.2
3770,QB160,4914482,Charlie Mirer,QB,Stanford,0.89,113.6,-138.2
3771,RB950,5315932,James Kelly,RB,Ohio,0.32,5.0,-138.3
3772,WR1674,5212653,Jai Richburg,WR,NC State,0.23,5.0,-138.3
3773,WR1675,5209378,Davon Grant,WR,Illinois,0.19,5.0,-138.3
3774,WR1676,5287502,Jaden McDuffie,WR,Northwestern,0.19,5.0,-138.3
3775,WR1677,5302881,Dillon Booth,WR,Hawai'i,0.2,5.0,-138.3
3776,WR1678,5289734,Keaton Reinke,WR,Northwestern,0.19,5.0,-138.3
3777,RB951,5388314,Cade Romanini,RB,Kent State,0.24,5.0,-138.3
3778,RB952,5279202,Lavonte Cole,RB,South Alabama,0.25,5.0,-138.3
3779,RB953,5394635,Londen Bickham,RB,UTSA,0.21,5.0,-138.3
3780,WR1679,5371962,Keil McGriff,WR,Clemson,0.14,4.9,-138.4
3781,WR1680,5291747,Zialis Blackmon,WR,Old Dominion,0.25,4.9,-138.4
3782,RB954,5393806,Rashad Robinson,RB,UAB,0.23,4.9,-138.4
3783,WR1681,5295394,Akeem Clark,WR,Navy,0.15,4.9,-138.4
3784,WR1682,5303232,Jojo Johnson,WR,Purdue,0.23,4.9,-138.4
3785,WR1683,5159069,Isaiah Williams,WR,Nevada,0.23,4.9,-138.4
3786,WR1684,5240144,Dveyoun Bonwell-Witte,WR,Florida Atlantic,0.21,4.9,-138.4
3787,WR1685,5220008,Addison Carlson,WR,NC State,0.1,4.9,-138.4
3788,WR1686,5216561,Jakai Anderson,WR,SMU,0.19,4.9,-138.4
3789,WR1687,5323149,Dorian Patterson,WR,New Mexico,0.2,4.9,-138.4
3790,WR1688,5292878,Major Pride,WR,UCLA,0.22,4.8,-138.5
3791,WR1689,5302752,Jai Jacobs-Ford,WR,Rice,0.22,4.8,-138.5
3792,WR1690,5384736,Sawyer Rice,WR,Rice,0.22,4.8,-138.5
3793,WR1691,5159058,Dequane Prevo,WR,Arkansas,0.23,4.8,-138.5
3794,WR1692,5327483,Fisher Leftwich,WR,Rice,0.22,4.8,-138.5
3795,WR1693,5296722,Whitaker Williams,WR,Texas A&M,0.12,4.7,-138.6
3796,RB955,5393807,Jayson Moll,RB,UAB,0.22,4.7,-138.6
3797,WR1694,5394618,King David Aboya,WR,Southern Miss,0.15,4.7,-138.6
3798,WR1695,5295998,Brennan Saxe,WR,Northwestern,0.18,4.7,-138.6
3799,WR1696,5327570,Braylon Agee,WR,Northern Illinois,0.26,4.7,-138.6
3800,WR1697,5224470,Braydon Alford,WR,Michigan,0.09,4.7,-138.6
3801,WR1698,5221573,Dai'shaun Thomas,WR,Arkansas,0.09,4.7,-138.6
3802,RB956,5385845,Cedric Williams Jr.,RB,Michigan State,0.23,4.7,-138.6
3803,WR1699,5182334,Davian Groce,WR,Florida,0.19,4.7,-138.6
3804,WR1700,5279149,Zamaurious Robertson,WR,North Carolina,0.19,4.7,-138.6
3805,RB957,5391357,Tyler Wall,RB,Navy,0.15,4.6,-138.7
3806,RB958,5391528,Killian Sombe,RB,Oregon,0.17,4.6,-138.7
3807,WR1701,5274280,H'eij Jackson,WR,Cincinnati,0.16,4.6,-138.7
3808,WR1702,5209748,Kam Powell,WR,Oklahoma State,0.2,4.6,-138.7
3809,RB959,5382520,Maddox Merrill,RB,Fresno State,0.21,4.5,-138.8
3810,WR1703,5159097,Jonah Winston,WR,Florida State,0.19,4.5,-138.8
3811,RB960,5393808,JR Mosley,RB,UAB,0.22,4.5,-138.8
3812,WR1704,5276659,Devyon Hill-Lomax,WR,Missouri,0.2,4.5,-138.8
3813,WR1705,5266901,Kavon Conciauro,WR,Duke,0.26,4.5,-138.8
3814,WR1706,5258475,Mack Kump,WR,Nevada,0.21,4.5,-138.8
3815,RB961,5295774,Tayo Ashadele,RB,Georgia State,0.2,4.5,-138.8
3816,WR1707,5369893,Nate Cichy,WR,Illinois,0.13,4.4,-138.9
3817,WR1708,5281243,Justen Hodge,WR,Miami (OH),0.21,4.4,-138.9
3818,WR1709,5394432,Nico Wiedmann,WR,Marshall,0.16,4.4,-138.9
3819,WR1710,5295886,Kris Willis Jr.,WR,Texas State,0.11,4.4,-138.9
3820,WR1711,5160504,Cynai Thomas,WR,Oregon State,0.24,4.4,-138.9
3821,WR1712,5210004,Isaiah Dillon,WR,Fresno State,0.2,4.4,-138.9
3822,WR1713,5216844,Kavon Simmons,WR,Duke,0.27,4.4,-138.9
3823,QB161,5146575,Graham Knowles,QB,Georgia Tech,0.81,112.8,-139.0
3824,WR1714,5196841,Matrail Lopez,WR,Oklahoma State,0.2,4.3,-139.0
3825,WR1715,5295322,Cameron Sermons,WR,USC,0.16,4.3,-139.0
3826,WR1716,5271232,Tyren Parker,WR,Kansas,0.2,4.3,-139.0
3827,WR1717,5198322,Zion Legree,WR,Wisconsin,0.2,4.3,-139.0
3828,WR1718,5215238,Johnnie Thiel IV,WR,Louisiana Tech,0.2,4.3,-139.0
3829,WR1719,5236321,Tucker Cusano,WR,Texas State,0.18,4.3,-139.0
3830,WR1720,5295370,Jamar Jenkins,WR,Memphis,0.21,4.3,-139.0
3831,QB162,5151618,Kirk Francis,QB,Texas Tech,0.83,112.7,-139.1
3832,WR1721,5217190,Asa Thompson,WR,Washington,0.19,4.2,-139.1
3833,RB962,5382829,Jamarious Acklin,RB,Jacksonville State,0.28,4.2,-139.1
3834,WR1722,5271234,Justin Williams,WR,Florida,0.17,4.2,-139.1
3835,WR1723,5294219,Atticus Joseph,WR,Stanford,0.24,4.2,-139.1
3836,WR1724,5201871,Antonio Jordan,WR,Arkansas,0.21,4.2,-139.1
3837,WR1725,5327583,Tavian Dashiell,WR,Massachusetts,0.2,4.2,-139.1
3838,WR1726,5279420,Jacob Butler,WR,Stanford,0.24,4.2,-139.1
3839,WR1727,5209415,Jameson Powell,WR,Oregon State,0.24,4.1,-139.2
3840,WR1728,5295973,Will Hargett,WR,Texas A&M,0.14,4.1,-139.2
3841,WR1729,5295974,Kade Stewart,WR,Texas A&M,0.14,4.1,-139.2
